frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[13.589797019958496 8.558206558227539 338.4796142578125 171.89718627929688],0.8468663692474365,YOURPL8,0.688337864146755
